croc,adult clypeolabrum anlage
CG1233,ventral nerve cord
CG13893,ventral nerve cord
CG3386,ventral nerve cord
CG3371,ventral nerve cord
CG13894,ventral nerve cord
CG12191,ventral nerve cord
,ventral nerve cord
CG13912,ventral nerve cord
CG9122,ventral nerve cord
Sac1,ventral nerve cord
CG2469,ventral nerve cord
Psa,ventral nerve cord
GC,ventral nerve cord
CG13928,ventral nerve cord
CG7971,ventral nerve cord
CG1017,ventral nerve cord
CG9977,ventral nerve cord
CG2083,ventral nerve cord
CG12082,ventral nerve cord
pfk,ventral nerve cord
CG14965,ventral nerve cord
CG10359,ventral nerve cord
CG12605,ventral nerve cord
CG11593,ventral nerve cord
CG14989,ventral nerve cord
Teh2,ventral nerve cord
VhaM9.7-a,ventral nerve cord
CG1316,ventral nerve cord
CG15012,ventral nerve cord
Cip4,ventral nerve cord
CG11347,ventral nerve cord
lin-28,ventral nerve cord
CG17498,ventral nerve cord
CG13287,ventral nerve cord
CG10479,ventral nerve cord
CG6619,ventral nerve cord
CG13296,ventral nerve cord
CG13298,ventral nerve cord
SP1173,ventral nerve cord
CG14821,ventral nerve cord
RhoGEF4,ventral nerve cord
CTCF,ventral nerve cord
CG18417,ventral nerve cord
SP2523,ventral nerve cord
CG8209,ventral nerve cord
CG7565,ventral nerve cord
CG7185,ventral nerve cord
Unr,ventral nerve cord
CG6765,ventral nerve cord
CG5971,ventral nerve cord
CG13305,ventral nerve cord
CG4684,ventral nerve cord
CG4452,ventral nerve cord
CG4080,ventral nerve cord
CG4022,ventral nerve cord
CG3689,ventral nerve cord
CG3967,ventral nerve cord
CG3891,ventral nerve cord
CG3529,ventral nerve cord
CG3654,ventral nerve cord
CG3408,ventral nerve cord
iPLA2-VIA,ventral nerve cord
CG6418,ventral nerve cord
CG6327,ventral nerve cord
CG7888,ventral nerve cord
Mnf,ventral nerve cord
CG7628,ventral nerve cord
CG6210,ventral nerve cord
CG6091,ventral nerve cord
CG11652,ventral nerve cord
CG6024,ventral nerve cord
CG5684,ventral nerve cord
CG11560,ventral nerve cord
CG4328,ventral nerve cord
CG10638,ventral nerve cord
CG10522,ventral nerve cord
CG10960,ventral nerve cord
CG10191,ventral nerve cord
CG10732,ventral nerve cord
CG10738,ventral nerve cord
Abp1,ventral nerve cord
bru-3,ventral nerve cord
CG6854,ventral nerve cord
CG17081,ventral nerve cord
FucTA,ventral nerve cord
Toll-6,ventral nerve cord
CG7272,ventral nerve cord
RhoGAP71E,ventral nerve cord
CG7372,ventral nerve cord
CG6151,ventral nerve cord
CG15715,ventral nerve cord
pHCl,ventral nerve cord
CG5235,ventral nerve cord
CG12272,ventral nerve cord
CG5027,ventral nerve cord
CG4893,ventral nerve cord
Baldspot,ventral nerve cord
CG9705,ventral nerve cord
Mip,ventral nerve cord
CG18265,ventral nerve cord
skl,ventral nerve cord
Aut1,ventral nerve cord
CG6812,ventral nerve cord
CG9368,ventral nerve cord
wnd,ventral nerve cord
CG8780,ventral nerve cord
CG7433,ventral nerve cord
CG14186,ventral nerve cord
CG17122,ventral nerve cord
RhoBTB,ventral nerve cord
CG13248,ventral nerve cord
CG5282,ventral nerve cord
CG5872,ventral nerve cord
CG5910,ventral nerve cord
CG5130,ventral nerve cord
CG13253,ventral nerve cord
CG11399,ventral nerve cord
CG11451,ventral nerve cord
CG3618,ventral nerve cord
CG11456,ventral nerve cord
CG10566,ventral nerve cord
CG7752,ventral nerve cord
Cdk12,ventral nerve cord
CG7166,ventral nerve cord
CG11248,ventral nerve cord
CG11247,ventral nerve cord
Syn1,ventral nerve cord
olf413,ventral nerve cord
CG11426,ventral nerve cord
CG12768,ventral nerve cord
Mes2,ventral nerve cord
nAcRalpha-80B,ventral nerve cord
CG9779,ventral nerve cord
CG9795,ventral nerve cord
CG9804,ventral nerve cord
CG1124,ventral nerve cord
CG2669,ventral nerve cord
CG2519,ventral nerve cord
Pi4KIIalpha,ventral nerve cord
CG2926,ventral nerve cord
CG1427,ventral nerve cord
CG2185,ventral nerve cord
Trap37,ventral nerve cord
CG1193,ventral nerve cord
CG1218,ventral nerve cord
CG10979,ventral nerve cord
CG1137,ventral nerve cord
CG1965,ventral nerve cord
Alhambra,ventral nerve cord
CG10098,ventral nerve cord
Fer1,ventral nerve cord
CG2656,ventral nerve cord
MAGE,ventral nerve cord
CD98hc,ventral nerve cord
CG2791,ventral nerve cord
CG2747,ventral nerve cord
CG9667,ventral nerve cord
CG7891,ventral nerve cord
Ada2b,ventral nerve cord
CG9636,ventral nerve cord
CG8036,ventral nerve cord
CG9797,ventral nerve cord
CG8202,ventral nerve cord
CG8223,ventral nerve cord
CG8359,ventral nerve cord
CG9740,ventral nerve cord
CG8861,ventral nerve cord
CG8149,ventral nerve cord
CG9373,ventral nerve cord
mura,ventral nerve cord
RnpS1,ventral nerve cord
CG16899,ventral nerve cord
CG12950,ventral nerve cord
CG8478,ventral nerve cord
CG8481,ventral nerve cord
topi,ventral nerve cord
CG8526,ventral nerve cord
CG5358,ventral nerve cord
CG5359,ventral nerve cord
CG6254,ventral nerve cord
CG12817,ventral nerve cord
CG12592,ventral nerve cord
CG4596,ventral nerve cord
CG4820,ventral nerve cord
CG6693,ventral nerve cord
Ranbp9,ventral nerve cord
CG6723,ventral nerve cord
dpr5,ventral nerve cord
CG6791,ventral nerve cord
CG14712,ventral nerve cord
Fer3,ventral nerve cord
CG6930,ventral nerve cord
CG6946,ventral nerve cord
mthl5,ventral nerve cord
Scgbeta,ventral nerve cord
CG5641,ventral nerve cord
Octbeta2R,ventral nerve cord
CG6225,ventral nerve cord
beat-Va,ventral nerve cord
,ventral nerve cord
CG9588,ventral nerve cord
CG9924,ventral nerve cord
CG3153,ventral nerve cord
CG7265,ventral nerve cord
CG7262,ventral nerve cord
dpr9,ventral nerve cord
CG6752,ventral nerve cord
CG6218,ventral nerve cord
CG6194,ventral nerve cord
CG5063,ventral nerve cord
Trax,ventral nerve cord
CG14868,ventral nerve cord
Rbf2,ventral nerve cord
Fer2,ventral nerve cord
CG6126,ventral nerve cord
pad,ventral nerve cord
CG14883,ventral nerve cord
CG14896,ventral nerve cord
CG14897,ventral nerve cord
CG14888,ventral nerve cord
CG14889,ventral nerve cord
CG10326,ventral nerve cord
CG3678,ventral nerve cord
CG16941,ventral nerve cord
CG5175,ventral nerve cord
Brf,ventral nerve cord
CG14331,ventral nerve cord
CG14321,ventral nerve cord
CG7379,ventral nerve cord
CG17803,ventral nerve cord
CG7357,ventral nerve cord
CG7940,ventral nerve cord
Trap80,ventral nerve cord
CG14314,ventral nerve cord
CG7156,ventral nerve cord
CG18599,ventral nerve cord
CG7670,ventral nerve cord
CG7698,ventral nerve cord
CG7706,ventral nerve cord
CG7708,ventral nerve cord
endoA,ventral nerve cord
CG5454,ventral nerve cord
CG5835,ventral nerve cord
CG4936,ventral nerve cord
CG16953,ventral nerve cord
CG5466,ventral nerve cord
Nep4,ventral nerve cord
Ubpy,ventral nerve cord
CG5871,ventral nerve cord
CG7071,ventral nerve cord
CG6919,ventral nerve cord
CG6954,ventral nerve cord
HP1c,ventral nerve cord
CG4723,ventral nerve cord
CG7023,ventral nerve cord
CG13830,ventral nerve cord
CG4449,ventral nerve cord
CG4393,ventral nerve cord
CG13599,ventral nerve cord
CG13604,ventral nerve cord
CG6178,ventral nerve cord
CG6182,ventral nerve cord
CG5510,ventral nerve cord
CG5524,ventral nerve cord
CG13610,ventral nerve cord
CG13624,ventral nerve cord
polybromo,ventral nerve cord
nct,ventral nerve cord
CG11120,ventral nerve cord
CG11820,ventral nerve cord
Bili,ventral nerve cord
CG11848,ventral nerve cord
danr,ventral nerve cord
CG11849,ventral nerve cord
dan,ventral nerve cord
CG11910,ventral nerve cord
XNP,ventral nerve cord
CG17383,ventral nerve cord
CG5913,ventral nerve cord
Tsp97E,ventral nerve cord
CG6070,ventral nerve cord
CG6066,ventral nerve cord
CG5880,ventral nerve cord
Mtl,ventral nerve cord
CG5003,ventral nerve cord
Moca-cyp,ventral nerve cord
CG14521,ventral nerve cord
CG11874,ventral nerve cord
CG14509,ventral nerve cord
CG7567,ventral nerve cord
CG1911,ventral nerve cord
CG11504,ventral nerve cord
CG7908,ventral nerve cord
Mgat2,ventral nerve cord
CG11317,ventral nerve cord
CG12054,ventral nerve cord
CG2052,ventral nerve cord
Lin29,ventral nerve cord
CG1970,ventral nerve cord
CG1732,ventral nerve cord
CG11076,ventral nerve cord
CG11153,ventral nerve cord
Sox102F,ventral nerve cord
CG17493,ventral nerve cord
MED21,ventral nerve cord
CG2893,ventral nerve cord
,ventral nerve cord
wds,ventral nerve cord
vav,ventral nerve cord
tara,ventral nerve cord
rept,ventral nerve cord
dbo,ventral nerve cord
Sulf1,ventral nerve cord
SP555,ventral nerve cord
Aplip1,ventral nerve cord
SF2,ventral nerve cord
SC35,ventral nerve cord
Nhe2,ventral nerve cord
HGTX,ventral nerve cord
CG3703,ventral nerve cord
CG14626,ventral nerve cord
Dip3,ventral nerve cord
Caps,ventral nerve cord
CG11052,ventral nerve cord
CG11985,ventral nerve cord
CG17025,ventral nerve cord
Teh3,ventral nerve cord
dpr,ventral nerve cord
CG14767,ventral nerve cord
Lag1,ventral nerve cord
CG4440,ventral nerve cord
robo3,ventral nerve cord
mmd,ventral nerve cord
lilli,ventral nerve cord
jing,ventral nerve cord
exex,ventral nerve cord
comm2,ventral nerve cord
Slbp,ventral nerve cord
7B2,ventral nerve cord
Bap170,ventral nerve cord
CG18766,ventral nerve cord
CG18811,ventral nerve cord
PP2A-B',ventral nerve cord
NfI,ventral nerve cord
Chrac-16,ventral nerve cord
CG31764,ventral nerve cord
vir-1,ventral nerve cord
mask,ventral nerve cord
Spec2,ventral nerve cord
Proct,ventral nerve cord
CG10686,ventral nerve cord
CG1109,ventral nerve cord
Tre1,ventral nerve cord
skf,ventral nerve cord
CG30085,ventral nerve cord
CG30122,ventral nerve cord
CG30172,ventral nerve cord
CG30193,ventral nerve cord
CG30372,ventral nerve cord
CG30403,ventral nerve cord
CG30426,ventral nerve cord
CG30467,ventral nerve cord
CG30496,ventral nerve cord
CG31030,ventral nerve cord
CG31064,ventral nerve cord
Lerp,ventral nerve cord
CG31088,ventral nerve cord
LpR2,ventral nerve cord
CG31108,ventral nerve cord
CG31116,ventral nerve cord
ClC-a,ventral nerve cord
CG31122,ventral nerve cord
CG31140,ventral nerve cord
wge,ventral nerve cord
Rpb7,ventral nerve cord
CG31163,ventral nerve cord
CG31181,ventral nerve cord
CG31182,ventral nerve cord
CG31221,ventral nerve cord
CG31235,ventral nerve cord
CG31258,ventral nerve cord
CG31357,ventral nerve cord
CG31361,ventral nerve cord
CG31365,ventral nerve cord
CG31367,ventral nerve cord
CG31368,ventral nerve cord
pb,ventral nerve cord
CG31510,ventral nerve cord
CG31619,ventral nerve cord
Oatp26F,ventral nerve cord
CG31638,ventral nerve cord
CG31639,ventral nerve cord
stai,ventral nerve cord
CG31660,ventral nerve cord
CG31663,ventral nerve cord
CG31666,ventral nerve cord
CG31712,ventral nerve cord
Trim9,ventral nerve cord
CG31739,ventral nerve cord
CG31875,ventral nerve cord
CG32043,ventral nerve cord
CG32046,ventral nerve cord
CG32048,ventral nerve cord
CG32066,ventral nerve cord
CG32105,ventral nerve cord
CG32110,ventral nerve cord
CG32158,ventral nerve cord
scaf6,ventral nerve cord
CG32176,ventral nerve cord
CG32177,ventral nerve cord
CG32204,ventral nerve cord
CG32237,ventral nerve cord
CG32354,ventral nerve cord
CG32372,ventral nerve cord
CG32423,ventral nerve cord
loner,ventral nerve cord
SPoCk,ventral nerve cord
CG32486,ventral nerve cord
CG32601,ventral nerve cord
CG32626,ventral nerve cord
Tango5,ventral nerve cord
CG32685,ventral nerve cord
CG32767,ventral nerve cord
CG32772,ventral nerve cord
CG32791,ventral nerve cord
CG32982,ventral nerve cord
CG33057,ventral nerve cord
CG33097,ventral nerve cord
CG33116,ventral nerve cord
NLaz,ventral nerve cord
CG33147,ventral nerve cord
CG33174,ventral nerve cord
beat-IIIb,ventral nerve cord
CG33199,ventral nerve cord
pxb,ventral nerve cord
CG33213,ventral nerve cord
gfzf,ventral nerve cord
CG33988,ventral nerve cord
LpR1,ventral nerve cord
Mitf,ventral nerve cord
CG34114,ventral nerve cord
CG34354,ventral nerve cord
IP3K2,ventral nerve cord
CG34365,ventral nerve cord
CG34367,ventral nerve cord
dpr12,ventral nerve cord
Ank2,ventral nerve cord
Snoo,ventral nerve cord
rdx,ventral nerve cord
spin,ventral nerve cord
tlk,ventral nerve cord
l(3)neo38,ventral nerve cord
gish,ventral nerve cord
CG42268,ventral nerve cord
alpha-Man-I,ventral nerve cord
CG42321,ventral nerve cord
brp,ventral nerve cord
RhoGEF3,ventral nerve cord
Cap-G,ventral nerve cord
asl,ventral nerve cord
GABA-B-R1,ventral nerve cord
MCPH1,ventral nerve cord
mei-38,ventral nerve cord
APP-BP1,ventral nerve cord
slim,ventral nerve cord
CG42663,ventral nerve cord
rdgA,ventral nerve cord
CG42708,ventral nerve cord
nemy,ventral nerve cord
Dbx,ventral nerve cord
SmE,ventral nerve cord
CG42748,ventral nerve cord
scaf6,ventral nerve cord
Glut1,ventral nerve cord
SmD1,ventral nerve cord
kdn,ventral nerve cord
IntS3,ventral nerve cord
CG43066,ventral nerve cord
fd85E,ventral nerve cord
DNA-ligI,ventral nerve cord
CG44098,ventral nerve cord
Dfd,ventral nerve cord
E2f2,ventral nerve cord
kn,ventral nerve cord
Med,ventral nerve cord
Mes4,ventral nerve cord
pdm2,ventral nerve cord
Ptx1,ventral nerve cord
Ptx1,ventral nerve cord
slp1,ventral nerve cord
Syn,ventral nerve cord
Act5C,ventral sensory complex primordium
Ama,ventral sensory complex primordium
AnnX,ventral sensory complex primordium
ase,ventral sensory complex primordium
Cam,ventral sensory complex primordium
eya,ventral sensory complex primordium
comt,ventral sensory complex primordium
CycA,ventral sensory complex primordium
Dr,ventral sensory complex primordium
Gapdh1,ventral sensory complex primordium
Gbeta13F,ventral sensory complex primordium
Gld,ventral sensory complex primordium
GstD1,ventral sensory complex primordium
Hsp67Bc,ventral sensory complex primordium
Hsp83,ventral sensory complex primordium
janA,ventral sensory complex primordium
kn,ventral sensory complex primordium
Kr,ventral sensory complex primordium
wor,ventral sensory complex primordium
CG10561,ventral sensory complex primordium
dco,ventral sensory complex primordium
sens,ventral sensory complex primordium
HLHmbeta,ventral sensory complex primordium
neur,ventral sensory complex primordium
CG2150,ventral sensory complex primordium
Poxn,ventral sensory complex primordium
ru,ventral sensory complex primordium
run,ventral sensory complex primordium
sna,ventral sensory complex primordium
ss,ventral sensory complex primordium
tipE,ventral sensory complex primordium
Tkr,ventral sensory complex primordium
ct,ventral sensory complex primordium
Klp61F,ventral sensory complex primordium
Klp68D,ventral sensory complex primordium
pdm2,ventral sensory complex primordium
Dgk,ventral sensory complex primordium
Rop,ventral sensory complex primordium
pros,ventral sensory complex primordium
Su(H),ventral sensory complex primordium
Gdi,ventral sensory complex primordium
scrt,ventral sensory complex primordium
sv,ventral sensory complex primordium
Rab3,ventral sensory complex primordium
Sox15,ventral sensory complex primordium
lola,ventral sensory complex primordium
nvy,ventral sensory complex primordium
spi,ventral sensory complex primordium
dap,ventral sensory complex primordium
insc,ventral sensory complex primordium
pav,ventral sensory complex primordium
repo,ventral sensory complex primordium
spdo,ventral sensory complex primordium
B-H1,ventral sensory complex primordium
oaf,ventral sensory complex primordium
igl,ventral sensory complex primordium
Rab2,ventral sensory complex primordium
lbm,ventral sensory complex primordium
nompA,ventral sensory complex primordium
Zn72D,ventral sensory complex primordium
ppk,ventral sensory complex primordium
mspo,ventral sensory complex primordium
Rfx,ventral sensory complex primordium
Scp2,ventral sensory complex primordium
nudC,ventral sensory complex primordium
mira,ventral sensory complex primordium
Cht2,ventral sensory complex primordium
CRMP,ventral sensory complex primordium
aay,ventral sensory complex primordium
cato,ventral sensory complex primordium
CG11417,ventral sensory complex primordium
Flo,ventral sensory complex primordium
wrapper,ventral sensory complex primordium
OdsH,ventral sensory complex primordium
CG10249,ventral sensory complex primordium
SytIV,ventral sensory complex primordium
Kr-h1,ventral sensory complex primordium
CG30116,ventral sensory complex primordium
cenG1A,ventral sensory complex primordium
qtc,ventral sensory complex primordium
Tektin-A,ventral sensory complex primordium
onecut,ventral sensory complex primordium
nerfin-1,ventral sensory complex primordium
CG9650,ventral sensory complex primordium
CG10958,ventral sensory complex primordium
CG4829,ventral sensory complex primordium
CG12701,ventral sensory complex primordium
CG14617,ventral sensory complex primordium
CG4133,ventral sensory complex primordium
CG3355,ventral sensory complex primordium
CG8965,ventral sensory complex primordium
CG9135,ventral sensory complex primordium
CG14534,ventral sensory complex primordium
CG5343,ventral sensory complex primordium
CG17124,ventral sensory complex primordium
CG5446,ventral sensory complex primordium
CG5435,ventral sensory complex primordium
CG6565,ventral sensory complex primordium
PFE,ventral sensory complex primordium
CG15161,ventral sensory complex primordium
CG10132,ventral sensory complex primordium
CG10662,ventral sensory complex primordium
CG9336,ventral sensory complex primordium
Tsp42Ef,ventral sensory complex primordium
CG14762,ventral sensory complex primordium
CG12911,ventral sensory complex primordium
CAP,ventral sensory complex primordium
CG13203,ventral sensory complex primordium
CG17724,ventral sensory complex primordium
CG12869,ventral sensory complex primordium
CG10253,ventral sensory complex primordium
CG11798,ventral sensory complex primordium
DAT,ventral sensory complex primordium
CG10953,ventral sensory complex primordium
dpr13,ventral sensory complex primordium
CG15097,ventral sensory complex primordium
CG11048,ventral sensory complex primordium
Tulp,ventral sensory complex primordium
CG13532,ventral sensory complex primordium
